10 10000
2 9 61814
3 3 345914
9 5 303315
8 2 690298
6 7 36332
5 1 309111
7 3 951628
7 8 690963
9 9 328642
6 3 877973
7 6 259676
8 6 153877
5 5 907567
5 7 307968
7 2 311666
1 0 195576
1 3 201102
2 8 892245
4 7 652934
9 6 7909
8 6 155146
5 5 802918
3 1 500629
9 6 981899
1 1 451184
4 5 355297
7 2 13564
9 2 763154
8 3 837848
5 3 488024
4 7 456444
7 4 758964
2 6 621495
5 5 489508
9 3 306834
3 9 116403
7 1 725580
3 9 189228
1 0 477817
7 7 670446
6 2 382253
5 4 325130
8 1 136133
1 6 504021
5 4 11573
9 9 299605
7 7 443686
0 9 58371
4 4 609684
2 2 241473
3 2 296254
4 1 390963
9 0 917692
3 1 65387
9 3 600168
3 5 980371
8 9 753516
2 4 707001
7 7 701966
9 5 503996
9 5 546339
1 2 221159
7 9 549870
7 4 605131
4 8 828074
9 4 229477
3 9 774450
3 0 362449
0 0 765190
8 2 52580
3 3 99313
5 6 776622
2 2 892161
6 3 57912
2 5 13519
3 8 655620
3 5 723612
5 8 730400
1 2 807541
0 8 115344
6 3 431963
7 3 257450
2 4 770549
0 0 250907
4 1 17781
3 5 250810
2 5 198789
0 9 320662
3 8 596191
8 0 827825
2 8 602718
2 8 799628
1 4 338428
3 0 601522
6 6 673273
1 3 43384
3 2 87275
7 5 428680
6 0 210927
6 7 83071
0 9 119221
2 0 535340
9 3 663219
2 3 679424
2 9 979354
3 1 242796
1 5 813940
1 9 815759
5 0 950143
2 6 979630
3 1 660187
6 7 655945
0 0 220990
5 5 461978
8 6 800551
0 9 295049
1 2 241298
6 0 653022
5 6 358697
6 9 815617
8 5 568101
5 5 256980
2 4 810408
0 0 866668
7 1 592704
7 3 469638
3 9 247770
7 5 658856
8 5 340695
8 6 525786
2 5 5636
7 5 952040
2 8 142198
3 9 961616
9 2 994296
9 6 800143
0 6 925908
2 8 173041
6 4 932082
9 0 198688
4 7 119099
7 4 223883
1 8 867158
0 1 671130
1 1 588441
6 8 723359
4 3 635407
1 7 842537
0 0 521326
4 5 996005
7 2 307535
3 3 719935
8 2 147418
7 1 695789
9 4 472552
5 6 577930
2 8 185931
8 0 680495
3 7 500109
6 9 267590
6 4 114056
4 2 363877
7 3 38831
3 8 124474
3 6 413541
8 7 53788
3 6 154622
0 3 921672
3 9 657804
0 9 694995
7 9 355523
5 2 154469
7 7 990827
5 4 907523
6 7 235423
5 1 371632
1 1 364232
1 2 861701
4 5 90539
9 7 718824
4 7 938598
8 5 732889
8 7 412020
1 4 161213
1 9 16091
1 9 282123
6 1 160474
0 2 352912
7 3 994104
4 7 299512
5 8 873548
6 8 781439
3 9 548956
5 8 9655
4 7 821739
4 0 320864
7 2 886814
6 1 28444
8 1 408321
8 2 426582
4 8 95900
7 5 702430
4 0 14244
6 2 29577
5 3 315693
5 5 388769
8 0 534132
6 1 836663
5 6 515879
2 0 922966
6 9 481334
6 5 384688
8 8 67734
8 8 761543
8 1 632915
9 5 622247
0 5 724419
6 0 741815
9 6 794681
3 4 203692
6 5 656676
0 6 939695
5 4 902869
6 1 463294
4 3 127214
2 5 141532
1 7 239347
1 4 340165
1 2 579260
2 1 787035
7 9 116859
2 0 715558
5 8 509346
2 5 702367
2 4 650193
9 5 606327
9 4 883931
0 6 954162
9 1 723024
7 8 600282
0 7 340499
6 8 151008
0 3 576043
3 8 590702
6 7 476506
1 9 363963
1 6 490601
0 7 85608
8 2 454446
0 1 609855
6 0 506819
5 8 514504
6 7 254571
8 7 792478
3 0 648164
1 5 634608
5 6 895066
7 2 944670
6 8 245253
2 0 227415
8 7 896283
9 8 910374
6 6 372139
8 5 384483
8 0 606329
5 8 579745
4 5 465094
2 8 208861
5 8 651089
1 4 361474
5 4 836016
1 1 753734
8 5 802086
7 1 432110
1 8 276999
8 5 913422
6 2 87245
7 0 496832
4 6 897521
9 2 647725
8 7 911416
1 9 844910
2 7 23410
4 4 976722
6 1 185960
7 8 119890
7 5 690868
1 2 126080
6 6 994428
3 5 25867
6 0 257307
9 2 452161
1 3 77977
2 9 649737
9 8 109194
0 9 581882
7 4 209021
4 6 851824
3 2 543039
9 0 675366
8 7 255724
7 0 463581
4 9 908943
2 8 599910
3 3 625086
6 2 117389
7 1 582663
5 9 817021
8 1 174923
3 7 371300
8 9 82983
8 2 278881
8 8 536061
1 5 997265
2 8 502532
8 6 937397
2 4 472184
1 6 22166
3 5 525057
4 8 278747
7 8 465072
7 1 384430
4 0 956274
7 7 94255
3 4 346000
8 9 754512
6 3 891286
5 7 92311
6 6 796682
5 0 23321
5 6 378360
7 2 422013
0 6 932808
9 0 680911
9 2 144234
1 2 340134
9 4 631350
3 5 383112
5 3 532709
5 6 916773
5 4 260082
7 7 932977
8 7 319432
7 8 150833
7 9 41177
2 6 221042
5 1 924979
4 9 321436
9 7 326839
1 5 797496
7 5 92744
3 9 622829
6 3 1043
7 1 886547
6 4 719878
0 9 589517
7 1 41693
0 0 459975
7 3 141899
6 0 51045
6 5 371325
6 9 562087
7 6 531117
6 3 980688
1 8 401153
2 9 620259
1 5 701499
1 8 116852
6 7 251626
0 9 739947
1 7 983006
5 2 382451
0 1 573020
2 2 951284
8 8 806479
6 0 979528
5 1 687273
4 2 872543
6 3 905660
5 8 836533
3 2 507840
1 0 315586
3 0 328900
7 5 270497
6 9 10687
4 6 762951
9 3 656083
1 0 97222
1 3 628059
3 3 115385
5 2 630884
7 8 933776
7 3 355056
5 0 8230
2 7 257049
0 4 308298
1 6 211954
1 1 607590
0 5 110593
8 0 317561
7 2 345846
9 9 210946
8 8 10798
3 9 125332
7 8 543654
4 9 656184
4 8 709240
0 8 549907
6 9 849799
7 8 469220
5 0 994075
5 7 398891
5 1 128880
8 8 728641
6 6 621553
8 4 822883
5 6 983762
9 3 740885
3 5 977429
9 2 780296
0 4 519463
5 8 521267
4 8 407517
0 8 177605
9 6 293633
8 2 56610
4 9 559482
4 8 569879
8 4 555000
5 4 687332
2 8 859637
2 3 685604
6 1 616183
5 0 207514
9 1 502609
3 4 994290
6 5 215467
8 9 16971
6 9 550656
2 6 706749
6 9 456273
5 9 751115
4 3 558540
2 2 874410
7 9 90339
1 4 999937
8 8 928780
1 0 958304
5 3 325671
4 8 970441
5 7 785288
4 2 256382
3 3 807901
7 5 972417
0 9 405938
0 5 109744
8 3 624395
7 7 354536
0 0 405002
3 5 46114
7 6 460590
9 8 764585
7 5 121878
6 2 45022
1 7 910663
7 3 975997
4 8 372354
8 7 788219
4 6 717832
1 0 437623
2 5 692707
3 4 11251
5 3 35106
8 2 553890
0 1 94091
7 7 877150
3 3 453236
3 9 933325
6 2 843473
9 8 730948
6 8 884314
9 2 748720
4 5 998952
4 1 961620
0 5 464152
3 6 911982
8 7 562913
8 4 958460
1 9 603242
4 6 821891
7 7 590022
7 9 325337
6 1 910065
9 0 50304
7 9 624797
3 9 995798
6 5 119556
1 1 324026
4 4 543935
2 0 310233
3 0 760537
0 2 675977
1 2 524443
5 6 445408
8 0 765142
7 0 751604
6 9 950612
0 5 981363
8 5 145216
5 3 922227
6 7 184186
0 4 870906
8 1 525832
4 8 71060
2 6 694640
9 6 234358
3 0 271989
4 1 454792
2 6 58915
6 8 655381
4 2 975866
0 6 71999
2 4 189355
6 1 325607
6 3 54621
0 0 198454
9 2 141704
9 5 223158
2 3 831497
3 7 819354
0 1 531331
2 2 238202
4 9 604921
4 4 630413
0 1 484199
8 2 618609
7 4 620553
5 3 592845
5 2 680867
6 4 88916
6 5 962403
4 1 199549
2 5 82822
8 4 409135
4 7 304843
5 7 914692
2 7 720158
8 1 762512
5 3 237264
6 5 292825
8 7 686006
5 9 720040
9 4 742615
1 0 903977
1 1 106611
9 9 84920
0 1 695566
3 0 746135
6 7 190994
9 5 613738
1 9 262258
0 7 333867
9 6 266825
5 3 971656
2 6 24517
4 2 383054
8 4 625088
8 4 701905
5 7 967384
6 2 688378
0 7 390515
3 2 14063
2 0 256120
9 1 905208
2 9 212846
8 9 205646
6 1 232641
1 0 251337
1 7 72300
1 6 685454
8 8 860868
8 0 117102
1 8 724565
6 3 66593
4 2 53150
2 5 510283
8 9 755675
4 8 708536
0 6 258399
5 8 278383
7 1 357880
6 2 600287
1 5 361499
3 0 92792
9 5 559439
1 9 393137
7 0 840409
5 0 143194
3 4 14692
3 6 282733
1 2 288157
5 8 614150
7 5 315586
5 8 256303
0 9 726172
3 9 491055
6 7 867184
3 4 835331
2 5 221636
9 7 406704
8 1 164376
6 5 706717
5 7 788462
8 8 970771
0 8 365053
9 7 729259
7 6 874601
3 5 559539
6 6 909407
8 6 273747
1 6 322668
8 0 797834
0 2 143925
8 1 411328
4 6 610400
2 9 3661
5 9 187023
0 6 540511
8 5 347984
7 0 447227
1 8 776143
5 6 881905
6 8 841782
4 2 878397
7 5 310730
1 2 219520
6 5 219115
3 4 590576
1 7 693000
7 2 507836
0 5 13298
7 7 247046
5 0 307420
7 3 279463
9 6 356778
6 7 922387
6 4 932969
9 0 542643
3 0 724118
9 1 92653
1 9 32251
5 7 957173
9 2 900371
5 5 466227
7 8 217030
5 0 353146
8 3 611742
2 9 6838
6 0 331142
8 9 644672
3 7 900167
1 4 127998
2 8 865275
5 4 70920
8 1 484222
0 5 53164
1 4 917768
1 2 357582
4 0 567680
9 3 160581
2 1 857904
9 3 599778
4 2 315046
2 1 483671
7 9 532469
0 5 802777
8 5 934931
1 1 415676
7 0 397205
0 1 806180
3 4 109504
2 2 810563
9 1 361834
9 5 701258
0 0 368238
4 6 452663
8 1 58406
8 7 94841
9 8 952623
8 1 222144
8 7 965744
8 7 725375
0 7 349337
5 4 155118
7 7 70951
4 8 571678
0 9 424465
5 2 557341
7 9 763257
0 0 249861
3 2 631416
8 8 604027
3 7 873062
2 4 384548
4 8 371580
9 6 484397
5 0 240991
7 6 341663
5 4 809478
9 3 194200
8 1 197950
2 7 870763
1 2 616003
7 9 175299
4 7 572586
3 8 37886
5 7 115866
2 1 55586
6 9 428241
8 7 18408
7 3 81649
8 5 84342
0 2 654025
4 5 487047
3 6 96676
0 1 277401
1 8 169676
8 4 505568
4 1 43147
2 5 767646
4 5 667159
1 7 446610
7 4 764014
6 8 132126
8 1 167846
2 4 956204
9 3 425041
8 5 72150
1 4 614614
9 0 972325
4 4 315422
8 9 98740
9 6 37856
1 4 742195
8 4 152124
3 9 869945
9 1 992118
6 3 516605
1 9 364082
6 1 709504
4 8 293764
1 1 957428
7 1 654975
5 0 340133
7 0 266381
6 1 158278
2 6 98306
5 7 438153
7 3 336104
5 4 723066
0 9 260936
3 1 781115
6 3 917023
7 7 335455
7 9 900096
0 1 656633
5 3 583019
1 7 540262
1 0 413375
6 7 412253
2 1 303958
4 5 618456
3 0 347449
1 7 890523
1 1 796533
9 6 443305
6 2 874309
8 8 6511
5 9 981385
4 5 708211
2 1 280915
7 7 69212
7 8 674106
2 0 680648
7 4 445877
9 5 484951
9 6 171960
6 7 245735
8 6 864399
8 2 90699
3 6 773239
0 6 119191
8 3 485925
4 7 891070
4 2 998541
5 4 941273
2 4 748552
2 4 372378
4 3 451953
6 2 325631
4 2 622948
3 9 435918
9 0 556635
6 5 898338
9 0 862385
9 9 299995
4 6 55484
2 2 138169
8 6 787004
2 7 405299
5 8 449377
7 4 296589
3 0 587929
6 3 429699
7 8 849456
5 9 567952
9 2 76015
6 3 512218
3 1 834950
4 5 813526
7 3 578600
6 8 705003
9 9 500404
2 9 676644
9 0 979965
3 9 747317
3 4 779037
2 9 427052
1 3 958178
9 3 419019
6 0 84021
6 2 585314
4 3 95707
3 3 705270
8 8 944481
0 2 626480
5 6 147426
2 9 330366
8 3 131886
5 8 367822
0 8 923451
5 2 393232
5 5 433464
0 2 844021
3 2 45919
9 8 838018
2 9 388897
0 4 645690
0 3 859274
3 5 233210
0 4 270003
0 6 964415
0 3 14185
9 5 625461
9 8 393627
2 2 396684
5 1 418475
8 3 909676
7 8 212746
2 2 684740
4 0 520683
1 5 749401
9 8 450483
9 2 122044
5 7 474240
8 2 461728
0 4 79011
8 7 195247
1 2 79593
4 9 139537
0 2 722825
5 2 564436
5 6 300000
5 3 771794
6 5 330635
7 5 644760
5 6 561794
4 5 540834
4 1 287817
1 1 814383
2 7 49056
0 1 811265
2 6 65914
1 1 9997
8 2 635950
9 6 832372
2 7 932840
6 3 539452
3 6 287437
7 0 340461
4 4 982674
9 4 856014
8 6 498815
7 3 462672
6 6 690789
1 8 846073
8 7 150447
1 3 468760
6 2 991519
8 9 225481
0 4 569186
8 7 209504
6 6 738248
4 6 193336
6 4 451142
6 8 852998
5 9 259798
7 7 670306
6 0 978590
6 8 640306
2 3 727781
0 7 854046
6 0 550991
8 8 350269
0 6 686681
9 7 293678
8 1 695058
9 3 891061
2 6 587032
2 3 170271
1 7 88319
6 8 388422
0 5 246000
9 5 393972
2 4 573626
5 5 893051
5 2 886793
1 8 899908
1 3 270340
6 0 168810
8 1 468687
0 5 999019
1 8 190697
4 2 126838
8 0 548136
4 5 140774
1 1 672650
8 9 17783
4 4 944149
0 9 86592
1 8 584782
5 3 889404
8 8 978672
3 6 301744
5 6 686258
1 3 279225
5 3 340810
0 0 669901
9 9 182578
8 4 222916
5 6 69735
1 4 531746
5 9 765723
1 2 227970
5 3 767007
8 1 571107
9 4 498615
2 9 810535
4 9 493851
0 3 13321
0 2 558812
6 0 634595
5 6 471088
4 3 192898
9 5 383257
2 4 68897
8 0 451108
5 4 344009
2 3 394502
8 3 55025
0 7 855428
2 3 444636
8 7 790383
5 2 957198
6 4 537767
6 0 328788
9 3 322213
1 5 242049
7 2 644362
6 6 217942
9 4 972201
3 1 309357
6 6 585296
4 7 303600
0 4 492030
2 5 306221
1 5 539100
6 2 979144
6 0 144083
7 2 697376
0 5 752405
5 7 987061
9 0 98641
9 6 187406
8 8 572607
0 3 911800
5 8 256783
1 1 482859
7 1 589945
5 0 987277
4 2 261911
9 2 794048
2 2 845535
6 2 959459
4 2 38685
7 9 251825
5 4 214853
3 5 719091
0 3 537284
2 9 299810
5 1 335893
4 7 997493
7 3 854357
1 6 54204
1 8 494543
1 3 590198
3 5 191109
6 9 212628
9 0 474212
7 6 24205
6 7 193641
7 8 136498
9 5 658358
0 2 210612
0 1 282305
3 1 456951
2 8 97206
9 9 22203
6 3 582118
9 6 19553
7 0 637602
4 3 70879
1 3 280730
3 7 681265
3 5 974626
4 4 880706
6 6 368435
7 1 500852
3 2 166855
4 4 814460
7 2 849387
4 5 605479
2 1 301480
1 7 653270
4 3 595983
9 3 13564
0 1 520289
2 7 312159
4 2 288203
5 7 974658
5 7 548593
6 6 832095
4 4 300118
3 8 890153
3 6 430263
3 0 955825
8 6 816135
1 0 42795
7 7 47698
9 6 784757
2 2 452283
1 1 947534
6 7 381083
7 0 29803
9 5 285418
3 3 650319
7 7 891976
3 7 951523
3 3 146254
2 8 314466
8 2 198631
4 6 462937
0 8 684279
3 2 907484
7 8 135293
9 7 996005
7 8 538870
2 7 13050
5 7 790465
8 4 907416
2 9 493228
4 3 972291
3 7 852480
5 5 247019
4 1 377270
8 2 90512
4 2 437206
5 4 253657
9 4 413631
7 0 166389
6 6 862671
6 7 755668
6 4 964202
5 8 18176
5 7 43105
8 2 660060
6 2 889635
4 0 740134
0 4 380623
8 4 24564
4 1 613002
4 6 597254
8 8 627748
5 6 483126
1 0 538243
4 7 107534
7 5 559312
9 0 948814
7 4 190948
5 2 436290
5 7 35563
4 8 338252
8 1 515908
5 7 147747
6 9 808717
8 9 789467
9 1 932644
3 8 440628
6 8 270671
7 9 899607
1 7 893957
2 4 342945
2 6 514473
0 5 19011
9 8 538831
2 3 294657
8 6 534319
8 3 676319
4 2 210337
6 7 268099
8 9 487474
3 0 315295
9 4 502274
9 1 589997
6 0 899063
4 6 164288
4 2 60586
7 1 967367
4 0 280479
9 4 437246
0 0 258038
3 6 900767
7 3 911132
4 9 407784
2 5 396079
0 6 284975
3 2 197140
4 8 478621
6 9 536253
0 2 207201
8 7 728029
4 0 558616
0 7 682166
8 4 109307
5 0 820892
4 0 138989
4 9 72453
2 6 850206
7 9 926978
6 8 28191
3 3 270720
6 6 71281
4 0 817196
2 0 583506
5 4 342035
0 0 439907
0 6 181534
0 5 315107
3 2 536138
5 3 516949
8 6 805093
9 3 193759
1 3 832071
3 9 833887
6 6 252560
3 2 964184
3 1 831241
6 1 682482
6 7 798865
3 4 261083
1 1 199581
4 5 740067
9 9 907324
0 9 645831
6 5 551084
3 7 804368
4 1 163299
1 2 24896
0 7 882985
4 1 946595
9 4 924565
0 8 396873
4 6 464093
6 3 884540
8 8 346170
3 1 664695
2 1 573656
5 1 590196
0 0 329301
9 8 184714
8 9 902015
4 7 127940
6 5 141598
6 7 54942
3 5 405300
8 1 592972
8 2 775041
8 2 897991
1 3 602927
7 8 928632
2 3 977152
9 9 434947
9 9 504864
7 2 587270
3 2 246377
9 3 692369
0 1 863045
9 6 274667
2 2 385788
3 1 999655
9 8 618262
5 4 598236
8 4 3812
1 7 319624
3 0 278354
6 7 335728
8 9 498328
1 0 929660
4 8 772335
8 5 377963
1 2 726871
1 1 95905
9 4 262499
0 6 641438
5 8 427909
7 4 493287
5 6 524633
4 3 747123
3 9 673133
1 8 961762
3 0 483963
9 0 939470
8 6 714652
8 2 418559
8 2 677409
6 3 816725
4 8 124127
4 5 421537
0 2 955164
9 6 763352
5 0 133473
7 3 232013
4 9 573801
0 2 714644
8 3 970924
4 8 658121
4 1 146813
6 3 365210
3 0 642946
5 4 446795
1 9 37745
2 3 935061
7 8 596704
1 7 885205
7 7 291027
6 6 808177
0 3 127000
2 1 321574
0 9 402770
2 1 837600
5 9 829008
4 7 382804
3 4 146443
4 2 164415
3 1 234403
4 1 678141
0 7 793724
9 4 384413
6 9 988058
6 5 440868
0 6 89869
1 4 175268
2 2 371792
3 1 823264
8 1 194558
8 7 432280
0 1 386408
1 8 661943
1 1 363385
1 7 975045
4 2 887028
1 2 170706
1 5 198653
8 4 297278
9 4 609133
6 5 538770
0 2 261100
4 9 684873
1 7 852689
3 0 50056
0 7 489594
6 7 718302
1 0 305829
4 7 396361
5 4 746810
5 5 119895
7 8 11791
7 5 104
2 0 30799
5 1 258218
5 8 429399
5 2 677317
6 7 581684
6 2 459993
0 0 828611
9 2 388427
4 6 313200
4 9 122868
6 0 691541
4 8 761471
4 3 934818
1 0 369789
6 2 871402
9 1 866236
5 5 24237
7 5 816498
9 6 987385
3 1 216899
6 4 800777
7 5 892080
7 7 959917
5 1 932599
8 3 712941
5 3 505595
4 0 482536
8 7 473774
8 4 897188
5 8 960034
1 0 402973
4 6 275051
7 4 985780
8 0 392072
6 6 980626
1 5 199345
6 4 907501
9 5 534534
7 1 551927
4 2 808314
3 9 859804
7 0 238260
8 8 334254
6 0 537677
8 3 202964
3 9 845199
5 7 279648
1 6 477044
3 3 831134
4 2 683069
3 6 365888
2 2 925333
4 3 439621
2 4 409972
5 8 797928
8 5 665632
9 7 934345
9 9 944705
3 1 891990
4 2 536495
0 6 764774
2 6 989741
4 4 533450
9 6 855412
1 4 36807
5 6 684674
3 5 631813
1 5 11091
2 1 58517
6 4 676788
8 7 553896
6 9 796184
2 8 759006
1 4 21091
9 9 596655
8 9 486732
5 7 51244
1 3 101254
8 4 285330
6 2 262312
5 7 613548
9 8 881962
8 2 758143
1 3 444339
3 1 846527
9 7 6688
5 3 564414
2 8 743344
0 5 237672
3 8 614397
8 3 864042
1 4 348727
3 1 622874
8 9 633091
8 6 515664
4 7 228526
9 2 356006
2 9 723109
6 2 651054
0 2 684376
4 7 359302
5 0 975025
2 5 955986
4 3 700691
3 3 592914
2 4 280911
9 5 356565
6 6 830696
1 1 848452
6 5 335790
6 8 391931
5 8 377987
5 0 536370
3 9 259142
9 5 179762
7 6 133514
3 9 729168
2 2 851776
0 5 502443
0 8 563793
6 2 981799
0 6 835642
1 6 773857
0 7 314163
7 0 79070
6 2 409520
8 9 279596
6 1 394181
6 6 381867
8 1 412925
8 8 705481
6 8 348332
1 7 463134
8 2 346248
5 5 155057
9 4 803286
1 0 124435
7 6 519746
4 2 616092
8 7 188430
0 7 460410
4 0 278803
1 4 563929
8 9 742513
0 7 918669
4 9 923613
2 3 413779
3 8 412613
7 6 555157
1 6 893025
9 1 18475
9 2 27761
7 5 39009
7 3 902214
8 2 513398
3 6 65806
8 3 722317
7 8 848960
1 3 732378
3 5 975844
5 3 460146
6 8 72982
9 9 220945
8 3 647674
9 1 879864
6 2 996101
8 2 654081
7 1 139341
3 7 233533
2 2 25033
1 3 800702
9 3 841642
2 5 97065
2 2 392898
4 1 750566
3 7 347102
2 5 96536
9 4 276027
1 1 914785
3 8 470929
1 0 967531
0 0 156749
3 1 823034
1 6 601082
4 3 313779
7 9 825963
7 3 280741
8 5 943541
0 2 316355
5 6 833024
4 0 178070
3 2 519993
3 8 976857
5 8 187836
8 2 558658
3 8 509551
6 3 745456
8 9 513076
0 3 815678
2 0 846436
9 6 262958
1 8 410095
4 6 152377
0 0 246695
7 9 547565
0 0 145222
0 7 896992
9 0 752373
8 2 841712
5 1 503787
4 7 338965
3 9 397977
8 9 891116
1 5 458643
0 4 828948
4 0 673497
0 0 545401
7 0 527926
7 6 912683
8 4 166676
1 4 575580
0 1 522299
5 5 321180
3 0 627247
5 9 594362
8 4 304762
7 7 332377
5 3 362678
9 9 25955
5 0 338850
1 5 796643
0 9 650823
9 6 646080
1 2 23874
5 8 598921
0 9 723313
0 6 381602
4 5 863787
6 5 504705
3 1 742116
9 0 626865
5 2 506490
3 6 827437
3 6 379210
4 8 882294
6 6 5372
5 8 654004
4 7 446395
6 8 841934
2 5 256691
5 5 535171
4 9 25045
2 5 487220
4 5 611582
4 7 759271
4 5 722546
5 7 44977
4 4 71965
4 4 222417
6 4 197755
0 0 381355
2 4 36442
6 7 437998
4 3 233890
0 8 558671
2 5 389964
8 3 299113
9 7 839989
5 5 55077
2 8 697981
8 1 6406
1 2 483542
4 2 348534
1 5 902324
8 2 235620
9 9 313039
0 3 235044
9 5 955798
1 2 495640
2 5 215179
7 4 465295
9 2 387182
4 1 887849
4 6 699687
5 5 52455
6 9 138515
2 1 928501
4 3 108078
2 4 544028
0 8 323313
2 1 799399
5 6 531115
6 9 660134
3 2 738280
2 4 205209
0 8 351265
2 7 820089
5 1 998554
5 0 180373
9 1 623455
2 5 400272
1 2 712521
6 4 42987
9 6 811959
2 1 27548
0 8 595621
1 9 279415
5 0 107349
3 1 748626
8 7 291180
2 4 315706
3 6 500660
2 4 962136
5 8 930354
2 8 901018
5 5 585716
6 5 802770
4 6 718280
8 2 603648
3 8 237007
6 6 629589
7 2 402370
5 6 361174
3 8 275058
7 4 504622
6 0 424793
0 1 796514
0 9 315568
4 9 269336
1 2 127672
3 3 668618
9 4 686874
3 1 20353
3 8 405722
9 0 973164
0 5 218163
8 3 967103
1 5 32921
9 7 45665
4 0 750152
3 0 800605
2 9 677706
8 5 658904
3 3 254948
8 1 800580
3 8 103180
1 3 397650
8 6 728424
8 4 22672
7 1 782633
9 7 302022
0 9 204545
5 1 817912
0 6 983899
7 1 328538
2 6 511419
9 1 456225
9 7 546424
1 3 154243
0 0 617340
5 6 423240
5 8 500977
9 3 959683
0 8 927379
8 0 199186
9 2 622845
4 2 514181
8 3 313078
8 2 273851
5 5 445339
8 6 354015
4 0 157843
6 8 48799
0 7 219773
2 1 683180
5 6 269189
5 2 130736
8 5 733448
5 8 596876
9 7 859696
1 6 845757
5 5 761344
6 7 758209
2 4 976176
1 3 972962
9 7 585609
6 2 621424
1 7 41011
8 6 269594
1 9 763601
3 7 595193
6 9 73135
5 1 642215
3 9 393106
5 7 286716
4 3 560565
8 2 35617
7 7 697532
0 2 418930
3 6 511468
7 4 902059
3 5 66872
9 0 679276
4 9 830306
5 2 438582
8 8 525711
0 7 856499
9 9 753925
2 7 469304
8 0 568242
9 4 742532
4 0 998584
6 7 671605
1 7 235291
1 7 335406
7 4 414984
2 2 171503
9 3 708184
6 1 110227
6 2 999813
3 0 792053
8 2 710001
4 4 89280
8 8 46390
1 8 61774
5 6 251431
5 9 474418
1 8 691629
1 3 158474
4 8 21029
0 7 316846
4 6 709249
2 1 60779
2 5 822652
8 5 696260
1 3 152802
9 2 904509
5 4 311438
4 9 316521
3 1 88591
0 1 344439
8 7 384533
2 8 500470
6 1 554091
1 2 161684
1 1 31941
3 4 442186
7 3 398965
4 4 216891
0 4 600148
8 6 982208
2 0 734686
4 6 372111
9 2 742946
1 1 362900
7 5 97341
5 8 998940
8 7 216316
7 3 776672
3 9 772518
7 4 796839
2 5 937603
8 5 623927
1 8 696225
1 3 725849
1 2 607603
3 7 97700
9 5 602815
2 5 795535
1 5 316550
6 8 380298
8 8 194575
5 4 577290
8 3 258174
9 6 29983
8 8 155637
5 9 785014
9 0 841546
3 6 983951
9 5 319203
8 3 583009
5 0 585609
7 5 797490
8 0 582314
2 0 513090
6 7 717106
3 9 830449
1 1 901936
3 0 91691
9 4 510621
3 5 164547
6 0 46669
0 0 234837
1 8 904227
3 9 747336
5 5 78777
1 3 318671
5 9 904232
3 8 871111
5 6 87332
9 4 510923
7 0 692930
0 1 364050
4 0 208240
0 9 909324
3 2 863930
4 6 340347
2 2 887620
3 4 8248
7 1 226679
7 6 205370
9 7 217087
5 1 105022
4 3 114946
8 8 362021
4 2 554836
1 2 990444
2 4 908845
5 5 285139
0 1 403580
4 4 593176
7 7 342165
0 8 864982
6 3 945166
6 9 203441
7 8 172688
6 6 32092
5 1 872563
0 8 653354
7 2 637992
2 2 365098
0 4 668734
5 9 892426
9 4 156750
2 3 873084
4 3 130336
9 5 815387
5 4 901202
3 8 674309
2 9 284353
9 8 290228
7 6 734231
8 0 632902
5 7 655219
3 7 518509
8 3 829324
7 1 839190
5 7 510472
3 3 116072
1 3 251293
0 1 450678
1 1 331979
5 7 686399
3 6 224498
1 5 219030
6 5 437780
1 5 722198
2 1 572438
9 1 296688
5 8 605180
2 0 83333
2 2 724607
8 9 494472
4 2 937464
0 6 827177
6 5 809206
3 3 467206
8 2 324426
4 6 146192
3 6 452693
2 8 372921
9 9 147354
2 6 335432
1 9 753590
7 3 924657
2 5 423596
2 3 392588
7 9 348147
2 4 645696
7 3 969203
1 8 146194
7 7 883600
4 2 808597
4 3 52938
2 1 502715
3 1 196158
9 3 437950
3 5 753675
2 9 714463
0 4 848577
5 1 529024
1 8 186944
2 9 687421
1 4 404025
1 0 473181
9 1 740607
9 3 541445
2 5 524422
6 2 861675
6 1 57114
2 8 923850
8 9 599565
0 3 120148
6 7 286523
9 8 249999
5 7 575392
8 7 754934
1 3 848662
9 4 166132
4 3 586691
7 9 135136
8 9 93312
3 3 189062
8 1 396433
9 3 704686
9 7 556326
8 7 807977
7 9 40005
6 9 129802
9 0 736864
9 5 752427
7 2 231390
7 7 589513
9 1 226219
9 6 367918
5 4 364450
7 7 365926
6 8 106302
4 7 203193
5 3 587851
9 9 405542
5 4 370940
6 8 999523
1 3 322376
1 2 766929
0 0 952847
4 8 309477
3 4 229154
0 5 671504
6 4 388573
2 1 774212
9 3 280328
3 3 65841
9 6 378396
9 6 387040
4 3 424365
0 9 796475
0 7 873097
2 5 196260
4 4 917397
6 1 240247
0 4 440511
6 9 26579
1 7 848439
1 4 205317
8 2 531114
3 0 988147
7 2 71237
5 5 102174
0 5 40418
8 7 150112
9 7 385488
9 9 644597
9 6 319196
6 7 413176
8 1 272976
3 7 502316
5 6 678659
9 1 210919
3 1 939719
8 1 471229
7 0 962158
4 6 410326
1 9 104333
9 6 241967
3 8 796659
5 3 918653
5 8 548975
8 2 747130
1 8 277665
9 2 82058
5 0 838904
9 3 247488
0 4 806931
2 0 797812
8 6 15387
2 8 324593
9 3 768295
8 2 742185
7 2 755055
6 0 825218
